company_name,domain,linkedin_url,hq_city,hq_country,employee_count,estimated_revenue,industry,signal(s),qualified (yes/no),notes
Evntiv,evntiv.net,https://www.linkedin.com/company/evntiv-,Saint Louis,United States,17,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Kudos Research,kudosresearch.com,https://www.linkedin.com/company/kudos-research,London,United Kingdom,196,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Market Research,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
metroConnections,metroconnections.com,https://www.linkedin.com/company/metroconnections,Burnsville,United States,115,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Insideup,insideup.com,https://www.linkedin.com/company/insideup,San Diego,United States,23,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Elasticity,goelastic.com,https://www.linkedin.com/company/elasticity,Saint Louis,United States,23,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Crescendo Collective,crescendocollective.com,https://www.linkedin.com/company/crescendo-collective,Milwaukee,United States,147,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
RockCorps,rockcorps.com,https://www.linkedin.com/company/rockcorps,London,United Kingdom,41,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Soluzione Group Srl,soluzionegroup.com,https://www.linkedin.com/company/soluzione-group,Brescia,Italy,39,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Merlot Marketing,merlotmarketing.com,https://www.linkedin.com/company/merlotmarketing,Sacramento,United States,22,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Secto Design,sectodesign.fi,https://www.linkedin.com/company/secto-design,Kauniainen,Finland,25,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Risdall Marketing Group,risdall.com,https://www.linkedin.com/company/risdall-marketing-group,Minneapolis,United States,28,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Know Advertising,knowadvertising.com,https://www.linkedin.com/company/know-advertising,Bloomfield Hills,United States,10,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Echelon Insights,echeloninsights.com,https://www.linkedin.com/company/echelon-insights,Alexandria,United States,28,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Market Research,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Expo Convention Contractors Inc,expocci.com,https://www.linkedin.com/company/expo-convention-contractors-inc.,Miami,United States,129,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Phar Partnerships,pharpartnerships.com,https://www.linkedin.com/company/pharpartnerships,London,United Kingdom,113,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Blue Magnet Interactive,bluemagnetinteractive.com,https://www.linkedin.com/company/blue-magnet-interactive,Chicago,United States,12,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Belief Agency,beliefagency.com,https://www.linkedin.com/company/beliefagency,Seattle,United States,25,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
